Title,Image URL,Price,Short Description,Stock Status,Stock Quantity,SKU,Categories,Tags,Weight,Dimensions,Reviews
Psyduck,https://scrapeme.live/wp-content/uploads/2018/08/054.png,£182.00,"If it uses its mysterious power, Psyduck can’t remember having done so. It apparently can’t form a memory of such an event because it goes into an altered state that is much like deep sleep.",In stock,214,6470,"Categories: Duck, Pokemon","Tags: Damp, Duck, psyduck",43.2 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Psyduck” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Golduck,https://scrapeme.live/wp-content/uploads/2018/08/055.png,£31.00,"Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.",In stock,278,8764,"Categories: Duck, Pokemon","Tags: Damp, Duck, golduck",168.9 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Golduck” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Mankey,https://scrapeme.live/wp-content/uploads/2018/08/056.png,£125.00,"When Mankey starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.",In stock,209,5180,"Categories: Pig Monkey, Pokemon","Tags: mankey, Pig Monkey, Vital Spirit",61.7 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Mankey” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Primeape,https://scrapeme.live/wp-content/uploads/2018/08/057.png,£86.00,"When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.",In stock,68,3052,"Categories: Pig Monkey, Pokemon","Tags: Pig Monkey, primeape, Vital Spirit",70.5 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Primeape” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Growlithe,https://scrapeme.live/wp-content/uploads/2018/08/058.png,£30.00,"Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.",In stock,243,1749,"Categories: Pokemon, Puppy","Tags: growlithe, Intimidate, Puppy",41.9 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Growlithe” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Arcanine,https://scrapeme.live/wp-content/uploads/2018/08/059.png,£69.00,"Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon’s body is its source of power.",In stock,14,9267,"Categories: Legendary, Pokemon","Tags: arcanine, Intimidate, Legendary",341.7 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Arcanine” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Poliwag,https://scrapeme.live/wp-content/uploads/2018/08/060.png,£174.00,"Poliwag has a very thin skin. It is possible to see the Pokémon’s spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.",In stock,217,6402,"Categories: Pokemon, Tadpole","Tags: Damp, poliwag, Tadpole",27.3 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Poliwag” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Poliwhirl,https://scrapeme.live/wp-content/uploads/2018/08/061.png,£121.00,"The surface of Poliwhirl’s body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.",In stock,139,4447,"Categories: Pokemon, Tadpole","Tags: Damp, poliwhirl, Tadpole",44.1 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Poliwhirl” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Poliwrath,https://scrapeme.live/wp-content/uploads/2018/08/062.png,£152.00,"Poliwrath’s highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.",In stock,216,1848,"Categories: Pokemon, Tadpole","Tags: Damp, poliwrath, Tadpole",119 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Poliwrath” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Abra,https://scrapeme.live/wp-content/uploads/2018/08/063.png,£141.00,"Abra needs to sleep for eighteen hours a day. If it doesn’t, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.",In stock,116,3845,"Categories: Pokemon, Psi","Tags: abra, Inner Focus, Psi",43 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Abra” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Kadabra,https://scrapeme.live/wp-content/uploads/2018/08/064.png,£129.00,"Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.",In stock,195,9040,"Categories: Pokemon, Psi","Tags: Inner Focus, kadabra, Psi",124.6 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Kadabra” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Alakazam,https://scrapeme.live/wp-content/uploads/2018/08/065.png,£40.00,"Alakazam’s brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world.",In stock,142,7975,"Categories: Pokemon, Psi","Tags: alakazam, Inner Focus, Psi",105.8 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Alakazam” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Machop,https://scrapeme.live/wp-content/uploads/2018/08/066.png,£166.00,Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,In stock,173,9506,"Categories: Pokemon, Superpower","Tags: Guts, machop, Superpower",43 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Machop” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Machoke,https://scrapeme.live/wp-content/uploads/2018/08/067.png,£27.00,"Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.",In stock,10,9503,"Categories: Pokemon, Superpower","Tags: Guts, machoke, Superpower",155.4 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Machoke” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Machamp,https://scrapeme.live/wp-content/uploads/2018/08/068.png,£121.00,"Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.",In stock,242,2857,"Categories: Pokemon, Superpower","Tags: Guts, machamp, Superpower",286.6 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Machamp” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Bellsprout,https://scrapeme.live/wp-content/uploads/2018/08/069.png,£74.00,"Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.",In stock,257,7454,"Categories: Flower, Pokemon","Tags: bellsprout, Chlorophyll, Flower",8.8 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Bellsprout” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Weepinbell,https://scrapeme.live/wp-content/uploads/2018/08/070.png,£26.00,"Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.",In stock,46,5253,"Categories: Flycatcher, Pokemon","Tags: Chlorophyll, Flycatcher, weepinbell",14.1 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Weepinbell” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Victreebel,https://scrapeme.live/wp-content/uploads/2018/08/071.png,£68.00,"Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.",In stock,119,2187,"Categories: Flycatcher, Pokemon","Tags: Chlorophyll, Flycatcher, victreebel",34.2 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Victreebel” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Tentacool,https://scrapeme.live/wp-content/uploads/2018/08/072.png,£186.00,Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,In stock,66,1506,"Categories: Jellyfish, Pokemon","Tags: Clear Body, Jellyfish, tentacool",100.3 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Tentacool” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Tentacruel,https://scrapeme.live/wp-content/uploads/2018/08/073.png,£65.00,Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,In stock,175,1723,"Categories: Jellyfish, Pokemon","Tags: Clear Body, Jellyfish, tentacruel",121.3 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Tentacruel” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Geodude,https://scrapeme.live/wp-content/uploads/2018/08/074.png,£32.00,"When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.",In stock,77,1650,"Categories: Pokemon, Rock","Tags: geodude, Rock, Rock Head",44.1 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Geodude” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
